id,label,confidence,used_vote,valid,reason,checks,vote_dist,roi_meta
TEST_075,1,0.606,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c4/n5/u1) / hole2=connected(c8/n1/u1) / hole3=not_connected(c2/n7/u1). | (debug samples: Package: no damage (based on FULL). hole1: not_connected — lead not at 12 o'clock and a gap is visible between lead and hole. hole2: connected — 12 o'clock contact with no gap. hole3: not_connected — lead not at 12 o'clock and a gap is visible between lead and hole. || Package: no damage (based on FULL). hole1: not_connected — 12 o'clock contact not present / gap between lead and hole present. hole2: connected — 12 o'clock contact present and no gap. hole3: not_connected — 12 o'clock contact not present / gap between lead and hole present. || Package: no damage observed on FULL (top/corners/edges intact). hole1: uncertain about 12 o'clock contact and whether there is a gap between the lead and hole; hole2: uncertain about 12 o'clock contact and whether there is a gap; hole3: uncertain about 12 o'clock contact and whether there is a gap.),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 4, ""not_connected"": 5, ""uncertain"": 1}, ""h2"": {""connected"": 8, ""not_connected"": 1, ""uncertain"": 1}, ""h3"": {""connected"": 2, ""not_connected"": 7, ""uncertain"": 1}, ""conf_avg"": 0.606, ""first_conf"": 0.6}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_076,1,0.52,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c1/n7/u2) / hole2=not_connected(c3/n5/u2) / hole3=not_connected(c2/n6/u2). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: 12 o'clock contact + no gap = connected || Package: no damage observed on FULL (edges and corners appear intact). hole1: 12 o'clock contact cannot be confirmed and any gap cannot be reliably judged from Sub-ROI #1 due to limited resolution; hole2: uncertain for 12 o'clock contact and gap from Sub-ROI #2; hole3: uncertain for 12 o'clock contact and gap from Sub-ROI #3. || Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact; gap present. hole2: connected — 12 o'clock contact with no gap. hole3: not_connected — no 12 o'clock contact; gap present.),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""not_connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 1, ""not_connected"": 7, ""uncertain"": 2}, ""h2"": {""connected"": 3, ""not_connected"": 5, ""uncertain"": 2}, ""h3"": {""connected"": 2, ""not_connected"": 6, ""uncertain"": 2}, ""conf_avg"": 0.5199999999999999, ""first_conf"": 0.6}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_077,1,0.591,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n7/u1) / hole2=connected(c9/n1/u0) / hole3=not_connected(c2/n8/u0). | (debug samples: Package: no damage (based on FULL). hole1: not_connected -> no 12 o'clock contact + gap present. hole2: connected -> 12 o'clock contact + no gap. hole3: not_connected -> no 12 o'clock contact + gap present. || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap between lead and hole (not connected); hole2: 12 o'clock contact + no gap (connected); hole3: 12 o'clock contact + no gap (connected). || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap between lead and hole = not_connected; hole2: 12 o'clock contact + no gap = connected; hole3: no 12 o'clock contact + gap between lead and hole = not_connected),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 7, ""uncertain"": 1}, ""h2"": {""connected"": 9, ""not_connected"": 1, ""uncertain"": 0}, ""h3"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""conf_avg"": 0.5910000000000001, ""first_conf"": 0.72}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_078,1,0.425,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c4/n3/u3) / hole2=connected(c4/n3/u3) / hole3=not_connected(c1/n6/u3). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: no 12 o'clock contact + gap present = not_connected / hole3: no 12 o'clock contact + gap present = not_connected || Package: no damage (based on FULL). Evidence: edges and corners appear intact; no chipping/cracking visible on black body. hole1: 12 o'clock contact: absent; gap present between lead and hole (lead approaches from above-left but does not touch the hole's top edge). hole2: 12 o'clock contact: present; no gap observed between lead tip and hole (lead seems to enter/align at top center). hole3: 12 o'clock contact: absent; gap present between lead and hole (lead not at top; space between). || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected. hole2: 12 o'clock contact + no gap = connected. hole3: lead not at 12 o'clock / gap present = not_connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 4, ""not_connected"": 3, ""uncertain"": 3}, ""h2"": {""connected"": 4, ""not_connected"": 3, ""uncertain"": 3}, ""h3"": {""connected"": 1, ""not_connected"": 6, ""uncertain"": 3}, ""conf_avg"": 0.425, ""first_conf"": 0.68}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_079,0,0.509,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c7/n3/u0) / hole2=connected(c8/n2/u0) / hole3=connected(c5/n5/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: lead not at 12 o'clock or gap between lead and hole = not_connected. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: not at 12 o'clock (gap present) = not_connected; hole3: not at 12 o'clock (gap present) = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: not at 12 o'clock + gap present = not_connected),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 7, ""not_connected"": 3, ""uncertain"": 0}, ""h2"": {""connected"": 8, ""not_connected"": 2, ""uncertain"": 0}, ""h3"": {""connected"": 5, ""not_connected"": 5, ""uncertain"": 0}, ""conf_avg"": 0.5090000000000001, ""first_conf"": 0.6}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_080,0,0.533,True,True,"Package intact (vote 10/10 on FULL). hole1=connected(c6/n3/u1) / hole2=connected(c10/n0/u0) / hole3=connected(c6/n4/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap present = not_connected; hole2: 12 o'clock contact + no gap = connected; hole3: no 12 o'clock contact + gap present = not_connected || Package: no damage (based on FULL). hole1: lead not at 12 o'clock and a gap is visible between lead and hole, therefore not_connected. hole2: 12 o'clock contact with no gap, therefore connected. hole3: 12 o'clock contact with no gap, therefore connected.)","{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 6, ""not_connected"": 3, ""uncertain"": 1}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 6, ""not_connected"": 4, ""uncertain"": 0}, ""conf_avg"": 0.533, ""first_conf"": 0.75}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_081,0,0.668,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c9/n0/u1) / hole2=connected(c7/n2/u1) / hole3=connected(c7/n2/u1). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: no 12 o'clock contact + gap present between lead and hole = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: no 12 o'clock contact and a gap present = not_connected; hole3: no 12 o'clock contact and a gap present = not_connected),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 9, ""not_connected"": 0, ""uncertain"": 1}, ""h2"": {""connected"": 7, ""not_connected"": 2, ""uncertain"": 1}, ""h3"": {""connected"": 7, ""not_connected"": 2, ""uncertain"": 1}, ""conf_avg"": 0.6679999999999999, ""first_conf"": 0.9}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_082,1,0.415,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n5/u3) / hole2=connected(c4/n3/u3) / hole3=not_connected(c2/n5/u3). | (debug samples: Package: no damage (based on FULL). hole1: not_connected (no 12 o'clock contact; gap present between lead and hole). hole2: not_connected (no 12 o'clock contact; gap present between lead and hole). hole3: not_connected (no 12 o'clock contact; gap present between lead and hole). || Package: no damage (based on FULL). hole1: not_connected — no 12 o'clock contact; gap present between lead and hole; hole2: connected — 12 o'clock contact; no gap between lead and hole; hole3: not_connected — no 12 o'clock contact; gap present between lead and hole. || Package: no damage (based on FULL). Leads: hole1: unable to confirm 12 o'clock contact; unable to confirm gap presence/absence. hole2: unable to confirm 12 o'clock contact; unable to confirm gap presence/absence. hole3: unable to confirm 12 o'clock contact; unable to confirm gap presence/absence.),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 5, ""uncertain"": 3}, ""h2"": {""connected"": 4, ""not_connected"": 3, ""uncertain"": 3}, ""h3"": {""connected"": 2, ""not_connected"": 5, ""uncertain"": 3}, ""conf_avg"": 0.4149999999999999, ""first_conf"": 0.0}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_083,1,0.544,True,True,"Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n8/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c1/n9/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: no 12 o'clock contact + gap present = not_connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: not_connected due to gap between lead and hole (lead not at 12 o'clock). hole2: connected, showing 12 o'clock contact with no gap between lead and hole. hole3: not_connected due to gap between lead and hole.)","{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 8, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 1, ""not_connected"": 9, ""uncertain"": 0}, ""conf_avg"": 0.544, ""first_conf"": 0.65}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_084,1,0.449,True,True,Package intact (vote 10/10 on FULL). hole1=not_connected(c0/n7/u3) / hole2=not_connected(c0/n7/u3) / hole3=not_connected(c0/n7/u3). | (debug samples: Package: no damage (based on FULL). hole1: no 12 o'clock contact visible and a gap present between lead and hole (not_connected). hole2: no 12 o'clock contact visible and a gap present between lead and hole (not_connected). hole3: no 12 o'clock contact visible and a gap present between lead and hole (not_connected). || Package: no damage (based on FULL; edges appear intact). hole1: 12 o'clock contact cannot be confirmed; gap presence cannot be confirmed. hole2: 12 o'clock contact cannot be confirmed; gap presence cannot be confirmed. hole3: 12 o'clock contact cannot be confirmed; gap presence cannot be confirmed. || Package: no damage (based on FULL). hole1: no 12 o'clock contact; gap present between lead and hole (not connected). hole2: no 12 o'clock contact; gap present between lead and hole (not connected). hole3: no 12 o'clock contact; gap present between lead and hole (not connected).),"{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""not_connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 0, ""not_connected"": 7, ""uncertain"": 3}, ""h2"": {""connected"": 0, ""not_connected"": 7, ""uncertain"": 3}, ""h3"": {""connected"": 0, ""not_connected"": 7, ""uncertain"": 3}, ""conf_avg"": 0.449, ""first_conf"": 0.0}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_085,1,0.602,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c5/n5/u0) / hole2=connected(c7/n3/u0) / hole3=not_connected(c4/n6/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected. || Package: no damage (based on FULL). hole1: no 12 o'clock contact + gap present = not_connected / hole2: 12 o'clock contact + no gap = connected / hole3: no 12 o'clock contact + gap present = not_connected),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 5, ""not_connected"": 5, ""uncertain"": 0}, ""h2"": {""connected"": 7, ""not_connected"": 3, ""uncertain"": 0}, ""h3"": {""connected"": 4, ""not_connected"": 6, ""uncertain"": 0}, ""conf_avg"": 0.602, ""first_conf"": 0.75}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_086,1,0.61,True,True,Package intact (vote 10/10 on FULL). hole1=connected(c5/n5/u0) / hole2=connected(c10/n0/u0) / hole3=not_connected(c4/n6/u0). | (debug samples: Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: 12 o'clock contact + no gap = connected / hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected || Package: no damage (based on FULL). hole1: 12 o'clock contact not present and gap observed between lead and hole = not_connected. hole2: 12 o'clock contact present with no gap = connected. hole3: lead offset from 12 o'clock and gap present = not_connected.),"{""package_intact"": true, ""hole1_status"": ""connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 5, ""not_connected"": 5, ""uncertain"": 0}, ""h2"": {""connected"": 10, ""not_connected"": 0, ""uncertain"": 0}, ""h3"": {""connected"": 4, ""not_connected"": 6, ""uncertain"": 0}, ""conf_avg"": 0.61, ""first_conf"": 0.0}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
TEST_087,1,0.583,True,True,"Package intact (vote 10/10 on FULL). hole1=not_connected(c2/n6/u2) / hole2=connected(c5/n3/u2) / hole3=not_connected(c2/n6/u2). | (debug samples: Package: no damage (based on FULL). hole1: not at 12 o'clock and there is a gap between the lead and the hole = not_connected; hole2: 12 o'clock contact + no gap = connected; hole3: 12 o'clock contact + no gap = connected. || Package: no damage observed (FULL image shows intact top/corners/edges). Leads: hole1, hole2, hole3 — 12 o'clock contact and presence/absence of a gap cannot be reliably determined from Sub-ROIs due to limited resolution/noise; thus status is uncertain for all three holes. || Package: no damage (based on FULL). hole1: 12 o'clock contact + no gap = connected / hole2: gap present = not_connected / hole3: gap present = not_connected)","{""package_intact"": true, ""hole1_status"": ""not_connected"", ""hole2_status"": ""connected"", ""hole3_status"": ""not_connected"", ""rule"": ""abnormal if package damaged OR any hole not_connected"", ""conf_thresh"": 0.95, ""n_votes"": 10, ""use_enhance"": false, ""cove_used"": false, ""cove_trigger"": """"}","{""total_runs"": 10, ""pkg_true"": 10, ""pkg_false"": 0, ""h1"": {""connected"": 2, ""not_connected"": 6, ""uncertain"": 2}, ""h2"": {""connected"": 5, ""not_connected"": 3, ""uncertain"": 2}, ""h3"": {""connected"": 2, ""not_connected"": 6, ""uncertain"": 2}, ""conf_avg"": 0.583, ""first_conf"": 0.84}","{""orig_W"": 224, ""orig_H"": 224, ""roi_box"": {""x1"": 40, ""y1"": 100, ""x2"": 183, ""y2"": 219}, ""sub_boxes_in_roi"": [{""x1"": 4, ""y1"": 66, ""x2"": 47, ""y2"": 119}, {""x1"": 50, ""y1"": 66, ""x2"": 92, ""y2"": 119}, {""x1"": 95, ""y1"": 66, ""x2"": 138, ""y2"": 119}], ""sub_params"": {""HOLE_CENTERS"": [0.18, 0.5, 0.82], ""HOLE_Y_CENTER"": 0.78, ""HOLE_BOX_W"": 0.3, ""HOLE_BOX_H"": 0.45}, ""preproc"": {""resize"": [224, 224], ""use_enhance"": false, ""clahe_clip_limit"": null, ""clahe_tile_grid"": null, ""sharpen_factor"": null}}"
